LOCATION,Country,Indicator,Unit,Value
AUS,Australia,Student skills,Average score,467
AUT,Austria,Student skills,Average score,449
BEL,Belgium,Student skills,Average score,453
CAN,Canada,Student skills,Average score,490
CZE,Czech Republic,Student skills,Average score,453
DNK,Denmark,Student skills,Average score,453
FIN,Finland,Student skills,Average score,494
FRA,France,Student skills,Average score,441
DEU,Germany,Student skills,Average score,465
GRC,Greece,Student skills,Average score,419
HUN,Hungary,Student skills,Average score,428
ISL,Iceland,Student skills,Average score,454
IRL,Ireland,Student skills,Average score,469
ITA,Italy,Student skills,Average score,448
JPN,Japan,Student skills,Average score,502
KOR,Korea,Student skills,Average score,509
LUX,Luxembourg,Student skills,Average score,429
MEX,Mexico,Student skills,Average score,386
NLD,Netherlands,Student skills,Average score,473
NZL,New Zealand,Student skills,Average score,448
NOR,Norway,Student skills,Average score,464
POL,Poland,Student skills,Average score,476
PRT,Portugal,Student skills,Average score,438
SVK,Slovak Republic,Student skills,Average score,392
ESP,Spain,Student skills,Average score,447
SWE,Sweden,Student skills,Average score,442
CHE,Switzerland,Student skills,Average score,469
TUR,Turkey,Student skills,Average score,427
GBR,United Kingdom,Student skills,Average score,461
USA,United States,Student skills,Average score,449
BRA,Brazil,Student skills,Average score,365
CHL,Chile,Student skills,Average score,390
EST,Estonia,Student skills,Average score,503
ISR,Israel,Student skills,Average score,415
RUS,Russia,Student skills,Average score,436
SVN,Slovenia,Student skills,Average score,454
AUS,Australia,Years in education,Years,18.8
AUT,Austria,Years in education,Years,16.9
BEL,Belgium,Years in education,Years,18.8
CAN,Canada,Years in education,Years,17
CZE,Czech Republic,Years in education,Years,17.9
DNK,Denmark,Years in education,Years,19.2
FIN,Finland,Years in education,Years,19.7
FRA,France,Years in education,Years,16.5
DEU,Germany,Years in education,Years,18.1
GRC,Greece,Years in education,Years,18.6
HUN,Hungary,Years in education,Years,17.5
ISL,Iceland,Years in education,Years,19.5
IRL,Ireland,Years in education,Years,17.5
ITA,Italy,Years in education,Years,17
JPN,Japan,Years in education,Years,16.2
KOR,Korea,Years in education,Years,17.5
LUX,Luxembourg,Years in education,Years,14.1
MEX,Mexico,Years in education,Years,15.2
NLD,Netherlands,Years in education,Years,18.6
NZL,New Zealand,Years in education,Years,18.1
NOR,Norway,Years in education,Years,17.9
POL,Poland,Years in education,Years,18.3
PRT,Portugal,Years in education,Years,17.8
SVK,Slovak Republic,Years in education,Years,16.4
ESP,Spain,Years in education,Years,17.6
SWE,Sweden,Years in education,Years,19.2
CHE,Switzerland,Years in education,Years,17.1
TUR,Turkey,Years in education,Years,16
GBR,United Kingdom,Years in education,Years,16.6
USA,United States,Years in education,Years,17.1
BRA,Brazil,Years in education,Years,16.3
CHL,Chile,Years in education,Years,16.4
EST,Estonia,Years in education,Years,17.5
ISR,Israel,Years in education,Years,15.7
RUS,Russia,Years in education,Years,15.8
SVN,Slovenia,Years in education,Years,18.3
AUS,Australia,Years in education,Years,18.4
AUT,Austria,Years in education,Years,16.7
BEL,Belgium,Years in education,Years,18.3
CAN,Canada,Years in education,Years,16.6
CZE,Czech Republic,Years in education,Years,17.4
DNK,Denmark,Years in education,Years,18.7
FIN,Finland,Years in education,Years,19.2
FRA,France,Years in education,Years,16.1
DEU,Germany,Years in education,Years,18.2
GRC,Greece,Years in education,Years,18.5
HUN,Hungary,Years in education,Years,17.3
ISL,Iceland,Years in education,Years,18.7
IRL,Ireland,Years in education,Years,17.5
ITA,Italy,Years in education,Years,16.6
JPN,Japan,Years in education,Years,16
KOR,Korea,Years in education,Years,18.3
LUX,Luxembourg,Years in education,Years,14.1
MEX,Mexico,Years in education,Years,15.1
NLD,Netherlands,Years in education,Years,18.6
NZL,New Zealand,Years in education,Years,17.6
NOR,Norway,Years in education,Years,17.5
POL,Poland,Years in education,Years,17.5
PRT,Portugal,Years in education,Years,17.6
SVK,Slovak Republic,Years in education,Years,15.9
ESP,Spain,Years in education,Years,17.3
SWE,Sweden,Years in education,Years,18.3
CHE,Switzerland,Years in education,Years,17.3
TUR,Turkey,Years in education,Years,16.4
GBR,United Kingdom,Years in education,Years,16.2
USA,United States,Years in education,Years,16.5
BRA,Brazil,Years in education,Years,16
CHL,Chile,Years in education,Years,16.4
EST,Estonia,Years in education,Years,16.9
ISR,Israel,Years in education,Years,15.5
RUS,Russia,Years in education,Years,15.4
SVN,Slovenia,Years in education,Years,17.3
AUS,Australia,Years in education,Years,18.9
AUT,Austria,Years in education,Years,17.2
BEL,Belgium,Years in education,Years,19.3
CAN,Canada,Years in education,Years,17.5
CZE,Czech Republic,Years in education,Years,18.5
DNK,Denmark,Years in education,Years,19.7
FIN,Finland,Years in education,Years,20.2
FRA,France,Years in education,Years,16.8
DEU,Germany,Years in education,Years,17.9
GRC,Greece,Years in education,Years,18.7
HUN,Hungary,Years in education,Years,17.8
ISL,Iceland,Years in education,Years,20.3
IRL,Ireland,Years in education,Years,17.5
ITA,Italy,Years in education,Years,17.4
JPN,Japan,Years in education,Years,16.4
KOR,Korea,Years in education,Years,16.7
LUX,Luxembourg,Years in education,Years,14.2
MEX,Mexico,Years in education,Years,15.3
NLD,Netherlands,Years in education,Years,18.7
NZL,New Zealand,Years in education,Years,18.7
NOR,Norway,Years in education,Years,18.4
POL,Poland,Years in education,Years,19.2
PRT,Portugal,Years in education,Years,18
SVK,Slovak Republic,Years in education,Years,16.9
ESP,Spain,Years in education,Years,17.9
SWE,Sweden,Years in education,Years,20.1
CHE,Switzerland,Years in education,Years,17
TUR,Turkey,Years in education,Years,15.5
GBR,United Kingdom,Years in education,Years,17
USA,United States,Years in education,Years,17.8
BRA,Brazil,Years in education,Years,16.6
CHL,Chile,Years in education,Years,16.5
EST,Estonia,Years in education,Years,18.2
ISR,Israel,Years in education,Years,16
RUS,Russia,Years in education,Years,16.8
SVN,Slovenia,Years in education,Years,19.3
AUS,Australia,Air pollution,Micrograms per cubic metre,13
AUT,Austria,Air pollution,Micrograms per cubic metre,27
BEL,Belgium,Air pollution,Micrograms per cubic metre,21
CAN,Canada,Air pollution,Micrograms per cubic metre,15
CZE,Czech Republic,Air pollution,Micrograms per cubic metre,16
DNK,Denmark,Air pollution,Micrograms per cubic metre,15
FIN,Finland,Air pollution,Micrograms per cubic metre,15
FRA,France,Air pollution,Micrograms per cubic metre,12
DEU,Germany,Air pollution,Micrograms per cubic metre,16
GRC,Greece,Air pollution,Micrograms per cubic metre,27
HUN,Hungary,Air pollution,Micrograms per cubic metre,15
ISL,Iceland,Air pollution,Micrograms per cubic metre,18
IRL,Ireland,Air pollution,Micrograms per cubic metre,13
ITA,Italy,Air pollution,Micrograms per cubic metre,21
JPN,Japan,Air pollution,Micrograms per cubic metre,24
KOR,Korea,Air pollution,Micrograms per cubic metre,30
LUX,Luxembourg,Air pollution,Micrograms per cubic metre,12
MEX,Mexico,Air pollution,Micrograms per cubic metre,30
NLD,Netherlands,Air pollution,Micrograms per cubic metre,30
NZL,New Zealand,Air pollution,Micrograms per cubic metre,11
NOR,Norway,Air pollution,Micrograms per cubic metre,16
POL,Poland,Air pollution,Micrograms per cubic metre,33
PRT,Portugal,Air pollution,Micrograms per cubic metre,18
SVK,Slovak Republic,Air pollution,Micrograms per cubic metre,13
ESP,Spain,Air pollution,Micrograms per cubic metre,24
SWE,Sweden,Air pollution,Micrograms per cubic metre,10
CHE,Switzerland,Air pollution,Micrograms per cubic metre,20
TUR,Turkey,Air pollution,Micrograms per cubic metre,35
GBR,United Kingdom,Air pollution,Micrograms per cubic metre,13
USA,United States,Air pollution,Micrograms per cubic metre,18
BRA,Brazil,Air pollution,Micrograms per cubic metre,18
CHL,Chile,Air pollution,Micrograms per cubic metre,46
EST,Estonia,Air pollution,Micrograms per cubic metre,9
ISR,Israel,Air pollution,Micrograms per cubic metre,21
RUS,Russia,Air pollution,Micrograms per cubic metre,15
SVN,Slovenia,Air pollution,Micrograms per cubic metre,26
AUS,Australia,Air pollution,Micrograms per cubic metre,13
AUT,Austria,Air pollution,Micrograms per cubic metre,27
BEL,Belgium,Air pollution,Micrograms per cubic metre,21
CAN,Canada,Air pollution,Micrograms per cubic metre,15
CZE,Czech Republic,Air pollution,Micrograms per cubic metre,16
DNK,Denmark,Air pollution,Micrograms per cubic metre,15
FIN,Finland,Air pollution,Micrograms per cubic metre,15
FRA,France,Air pollution,Micrograms per cubic metre,12
DEU,Germany,Air pollution,Micrograms per cubic metre,16
GRC,Greece,Air pollution,Micrograms per cubic metre,27
HUN,Hungary,Air pollution,Micrograms per cubic metre,15
ISL,Iceland,Air pollution,Micrograms per cubic metre,18
IRL,Ireland,Air pollution,Micrograms per cubic metre,13
ITA,Italy,Air pollution,Micrograms per cubic metre,21
JPN,Japan,Air pollution,Micrograms per cubic metre,24
KOR,Korea,Air pollution,Micrograms per cubic metre,30
LUX,Luxembourg,Air pollution,Micrograms per cubic metre,12
MEX,Mexico,Air pollution,Micrograms per cubic metre,30
NLD,Netherlands,Air pollution,Micrograms per cubic metre,30
NZL,New Zealand,Air pollution,Micrograms per cubic metre,11
NOR,Norway,Air pollution,Micrograms per cubic metre,16
POL,Poland,Air pollution,Micrograms per cubic metre,33
PRT,Portugal,Air pollution,Micrograms per cubic metre,18
SVK,Slovak Republic,Air pollution,Micrograms per cubic metre,13
ESP,Spain,Air pollution,Micrograms per cubic metre,24
SWE,Sweden,Air pollution,Micrograms per cubic metre,10
CHE,Switzerland,Air pollution,Micrograms per cubic metre,20
TUR,Turkey,Air pollution,Micrograms per cubic metre,35
GBR,United Kingdom,Air pollution,Micrograms per cubic metre,13
USA,United States,Air pollution,Micrograms per cubic metre,18
BRA,Brazil,Air pollution,Micrograms per cubic metre,18
CHL,Chile,Air pollution,Micrograms per cubic metre,46
EST,Estonia,Air pollution,Micrograms per cubic metre,9
ISR,Israel,Air pollution,Micrograms per cubic metre,21
RUS,Russia,Air pollution,Micrograms per cubic metre,15
SVN,Slovenia,Air pollution,Micrograms per cubic metre,26
AUS,Australia,Air pollution,Micrograms per cubic metre,13
AUT,Austria,Air pollution,Micrograms per cubic metre,27
BEL,Belgium,Air pollution,Micrograms per cubic metre,21
CAN,Canada,Air pollution,Micrograms per cubic metre,15
CZE,Czech Republic,Air pollution,Micrograms per cubic metre,16
DNK,Denmark,Air pollution,Micrograms per cubic metre,15
FIN,Finland,Air pollution,Micrograms per cubic metre,15
FRA,France,Air pollution,Micrograms per cubic metre,12
DEU,Germany,Air pollution,Micrograms per cubic metre,16
GRC,Greece,Air pollution,Micrograms per cubic metre,27
HUN,Hungary,Air pollution,Micrograms per cubic metre,15
ISL,Iceland,Air pollution,Micrograms per cubic metre,18
IRL,Ireland,Air pollution,Micrograms per cubic metre,13
ITA,Italy,Air pollution,Micrograms per cubic metre,21
JPN,Japan,Air pollution,Micrograms per cubic metre,24
KOR,Korea,Air pollution,Micrograms per cubic metre,30
LUX,Luxembourg,Air pollution,Micrograms per cubic metre,12
MEX,Mexico,Air pollution,Micrograms per cubic metre,30
NLD,Netherlands,Air pollution,Micrograms per cubic metre,30
NZL,New Zealand,Air pollution,Micrograms per cubic metre,11
NOR,Norway,Air pollution,Micrograms per cubic metre,16
POL,Poland,Air pollution,Micrograms per cubic metre,33
PRT,Portugal,Air pollution,Micrograms per cubic metre,18
SVK,Slovak Republic,Air pollution,Micrograms per cubic metre,13
ESP,Spain,Air pollution,Micrograms per cubic metre,24
SWE,Sweden,Air pollution,Micrograms per cubic metre,10
CHE,Switzerland,Air pollution,Micrograms per cubic metre,20
TUR,Turkey,Air pollution,Micrograms per cubic metre,35
GBR,United Kingdom,Air pollution,Micrograms per cubic metre,13
USA,United States,Air pollution,Micrograms per cubic metre,18
BRA,Brazil,Air pollution,Micrograms per cubic metre,18
CHL,Chile,Air pollution,Micrograms per cubic metre,46
EST,Estonia,Air pollution,Micrograms per cubic metre,9
ISR,Israel,Air pollution,Micrograms per cubic metre,21
RUS,Russia,Air pollution,Micrograms per cubic metre,15
SVN,Slovenia,Air pollution,Micrograms per cubic metre,26
AUS,Australia,Water quality,Percentage,93
AUT,Austria,Water quality,Percentage,95
BEL,Belgium,Water quality,Percentage,84
CAN,Canada,Water quality,Percentage,90
CZE,Czech Republic,Water quality,Percentage,81
DNK,Denmark,Water quality,Percentage,95
FIN,Finland,Water quality,Percentage,95
FRA,France,Water quality,Percentage,85
DEU,Germany,Water quality,Percentage,94
GRC,Greece,Water quality,Percentage,66
HUN,Hungary,Water quality,Percentage,77
ISL,Iceland,Water quality,Percentage,97
IRL,Ireland,Water quality,Percentage,84
ITA,Italy,Water quality,Percentage,80
JPN,Japan,Water quality,Percentage,86
KOR,Korea,Water quality,Percentage,78
LUX,Luxembourg,Water quality,Percentage,81
MEX,Mexico,Water quality,Percentage,68
NLD,Netherlands,Water quality,Percentage,94
NZL,New Zealand,Water quality,Percentage,89
NOR,Norway,Water quality,Percentage,96
POL,Poland,Water quality,Percentage,77
PRT,Portugal,Water quality,Percentage,87
SVK,Slovak Republic,Water quality,Percentage,82
ESP,Spain,Water quality,Percentage,75
SWE,Sweden,Water quality,Percentage,97
CHE,Switzerland,Water quality,Percentage,95
TUR,Turkey,Water quality,Percentage,60
GBR,United Kingdom,Water quality,Percentage,92
USA,United States,Water quality,Percentage,87
BRA,Brazil,Water quality,Percentage,67
CHL,Chile,Water quality,Percentage,79
EST,Estonia,Water quality,Percentage,80
ISR,Israel,Water quality,Percentage,66
RUS,Russia,Water quality,Percentage,44
SVN,Slovenia,Water quality,Percentage,90
AUS,Australia,Water quality,Percentage,94
AUT,Austria,Water quality,Percentage,96
BEL,Belgium,Water quality,Percentage,80
CAN,Canada,Water quality,Percentage,92
CZE,Czech Republic,Water quality,Percentage,82
DNK,Denmark,Water quality,Percentage,96
FIN,Finland,Water quality,Percentage,95
FRA,France,Water quality,Percentage,85
DEU,Germany,Water quality,Percentage,95
GRC,Greece,Water quality,Percentage,67
HUN,Hungary,Water quality,Percentage,75
ISL,Iceland,Water quality,Percentage,97
IRL,Ireland,Water quality,Percentage,88
ITA,Italy,Water quality,Percentage,85
JPN,Japan,Water quality,Percentage,88
KOR,Korea,Water quality,Percentage,80
LUX,Luxembourg,Water quality,Percentage,79
MEX,Mexico,Water quality,Percentage,67
NLD,Netherlands,Water quality,Percentage,95
NZL,New Zealand,Water quality,Percentage,93
NOR,Norway,Water quality,Percentage,96
POL,Poland,Water quality,Percentage,80
PRT,Portugal,Water quality,Percentage,88
SVK,Slovak Republic,Water quality,Percentage,82
ESP,Spain,Water quality,Percentage,78
SWE,Sweden,Water quality,Percentage,96
CHE,Switzerland,Water quality,Percentage,97
TUR,Turkey,Water quality,Percentage,60
GBR,United Kingdom,Water quality,Percentage,95
USA,United States,Water quality,Percentage,89
BRA,Brazil,Water quality,Percentage,69
CHL,Chile,Water quality,Percentage,80
EST,Estonia,Water quality,Percentage,81
ISR,Israel,Water quality,Percentage,66
RUS,Russia,Water quality,Percentage,47
SVN,Slovenia,Water quality,Percentage,92
AUS,Australia,Water quality,Percentage,92
AUT,Austria,Water quality,Percentage,94
BEL,Belgium,Water quality,Percentage,87
CAN,Canada,Water quality,Percentage,87
CZE,Czech Republic,Water quality,Percentage,79
DNK,Denmark,Water quality,Percentage,95
FIN,Finland,Water quality,Percentage,96
FRA,France,Water quality,Percentage,85
DEU,Germany,Water quality,Percentage,94
GRC,Greece,Water quality,Percentage,66
HUN,Hungary,Water quality,Percentage,78
ISL,Iceland,Water quality,Percentage,98
IRL,Ireland,Water quality,Percentage,80
ITA,Italy,Water quality,Percentage,75
JPN,Japan,Water quality,Percentage,83
KOR,Korea,Water quality,Percentage,76
LUX,Luxembourg,Water quality,Percentage,82
MEX,Mexico,Water quality,Percentage,69
NLD,Netherlands,Water quality,Percentage,92
NZL,New Zealand,Water quality,Percentage,86
NOR,Norway,Water quality,Percentage,96
POL,Poland,Water quality,Percentage,74
PRT,Portugal,Water quality,Percentage,86
SVK,Slovak Republic,Water quality,Percentage,82
ESP,Spain,Water quality,Percentage,73
SWE,Sweden,Water quality,Percentage,97
CHE,Switzerland,Water quality,Percentage,92
TUR,Turkey,Water quality,Percentage,59
GBR,United Kingdom,Water quality,Percentage,89
USA,United States,Water quality,Percentage,86
BRA,Brazil,Water quality,Percentage,66
CHL,Chile,Water quality,Percentage,78
EST,Estonia,Water quality,Percentage,80
ISR,Israel,Water quality,Percentage,65
RUS,Russia,Water quality,Percentage,42
SVN,Slovenia,Water quality,Percentage,87
AUS,Australia,Water quality,Percentage,95
AUT,Austria,Water quality,Percentage,95
BEL,Belgium,Water quality,Percentage,81
CAN,Canada,Water quality,Percentage,92
CZE,Czech Republic,Water quality,Percentage,90
DNK,Denmark,Water quality,Percentage,97
FIN,Finland,Water quality,Percentage,95
FRA,France,Water quality,Percentage,81
DEU,Germany,Water quality,Percentage,95
GRC,Greece,Water quality,Percentage,67
HUN,Hungary,Water quality,Percentage,79
ISL,Iceland,Water quality,Percentage,98
IRL,Ireland,Water quality,Percentage,82
ITA,Italy,Water quality,Percentage,77
JPN,Japan,Water quality,Percentage,86
KOR,Korea,Water quality,Percentage,75
LUX,Luxembourg,Water quality,Percentage,91
MEX,Mexico,Water quality,Percentage,74
NLD,Netherlands,Water quality,Percentage,93
NZL,New Zealand,Water quality,Percentage,91
NOR,Norway,Water quality,Percentage,97
POL,Poland,Water quality,Percentage,79
PRT,Portugal,Water quality,Percentage,86
SVK,Slovak Republic,Water quality,Percentage,80
ESP,Spain,Water quality,Percentage,73
SWE,Sweden,Water quality,Percentage,97
CHE,Switzerland,Water quality,Percentage,95
TUR,Turkey,Water quality,Percentage,52
GBR,United Kingdom,Water quality,Percentage,92
USA,United States,Water quality,Percentage,88
BRA,Brazil,Water quality,Percentage,82
CHL,Chile,Water quality,Percentage,75
EST,Estonia,Water quality,Percentage,83
ISR,Israel,Water quality,Percentage,66
RUS,Russia,Water quality,Percentage,40
SVN,Slovenia,Water quality,Percentage,79
AUS,Australia,Water quality,Percentage,81
AUT,Austria,Water quality,Percentage,94
BEL,Belgium,Water quality,Percentage,75
CAN,Canada,Water quality,Percentage,88
CZE,Czech Republic,Water quality,Percentage,71
DNK,Denmark,Water quality,Percentage,93
FIN,Finland,Water quality,Percentage,95
FRA,France,Water quality,Percentage,90
DEU,Germany,Water quality,Percentage,96
GRC,Greece,Water quality,Percentage,66
HUN,Hungary,Water quality,Percentage,75
ISL,Iceland,Water quality,Percentage,97
IRL,Ireland,Water quality,Percentage,93
ITA,Italy,Water quality,Percentage,80
JPN,Japan,Water quality,Percentage,85
KOR,Korea,Water quality,Percentage,80
LUX,Luxembourg,Water quality,Percentage,80
MEX,Mexico,Water quality,Percentage,68
NLD,Netherlands,Water quality,Percentage,95
NZL,New Zealand,Water quality,Percentage,90
NOR,Norway,Water quality,Percentage,95
POL,Poland,Water quality,Percentage,86
PRT,Portugal,Water quality,Percentage,87
SVK,Slovak Republic,Water quality,Percentage,85
ESP,Spain,Water quality,Percentage,80
SWE,Sweden,Water quality,Percentage,94
CHE,Switzerland,Water quality,Percentage,95
TUR,Turkey,Water quality,Percentage,64
GBR,United Kingdom,Water quality,Percentage,87
USA,United States,Water quality,Percentage,90
BRA,Brazil,Water quality,Percentage,69
CHL,Chile,Water quality,Percentage,85
EST,Estonia,Water quality,Percentage,83
ISR,Israel,Water quality,Percentage,69
RUS,Russia,Water quality,Percentage,52
SVN,Slovenia,Water quality,Percentage,92
AUS,Australia,Consultation on rule-making,Average score,10.5
AUT,Austria,Consultation on rule-making,Average score,7.1
BEL,Belgium,Consultation on rule-making,Average score,4.5
CAN,Canada,Consultation on rule-making,Average score,10.5
CZE,Czech Republic,Consultation on rule-making,Average score,6.8
DNK,Denmark,Consultation on rule-making,Average score,7
FIN,Finland,Consultation on rule-making,Average score,9
FRA,France,Consultation on rule-making,Average score,3.5
DEU,Germany,Consultation on rule-making,Average score,4.5
GRC,Greece,Consultation on rule-making,Average score,6.5
HUN,Hungary,Consultation on rule-making,Average score,7.9
ISL,Iceland,Consultation on rule-making,Average score,5.1
IRL,Ireland,Consultation on rule-making,Average score,9
ITA,Italy,Consultation on rule-making,Average score,5
JPN,Japan,Consultation on rule-making,Average score,7.3
KOR,Korea,Consultation on rule-making,Average score,10.4
LUX,Luxembourg,Consultation on rule-making,Average score,6
MEX,Mexico,Consultation on rule-making,Average score,9
NLD,Netherlands,Consultation on rule-making,Average score,6.1
NZL,New Zealand,Consultation on rule-making,Average score,10.3
NOR,Norway,Consultation on rule-making,Average score,8.1
POL,Poland,Consultation on rule-making,Average score,10.8
PRT,Portugal,Consultation on rule-making,Average score,6.5
SVK,Slovak Republic,Consultation on rule-making,Average score,6.6
ESP,Spain,Consultation on rule-making,Average score,7.3
SWE,Sweden,Consultation on rule-making,Average score,10.9
CHE,Switzerland,Consultation on rule-making,Average score,8.4
TUR,Turkey,Consultation on rule-making,Average score,5.5
GBR,United Kingdom,Consultation on rule-making,Average score,11.5
USA,United States,Consultation on rule-making,Average score,8.3
BRA,Brazil,Consultation on rule-making,Average score,4
CHL,Chile,Consultation on rule-making,Average score,2
EST,Estonia,Consultation on rule-making,Average score,3.3
ISR,Israel,Consultation on rule-making,Average score,2.5
RUS,Russia,Consultation on rule-making,Average score,2.5
SVN,Slovenia,Consultation on rule-making,Average score,10.3
AUS,Australia,Consultation on rule-making,Average score,10.5
AUT,Austria,Consultation on rule-making,Average score,7.1
BEL,Belgium,Consultation on rule-making,Average score,4.5
CAN,Canada,Consultation on rule-making,Average score,10.5
CZE,Czech Republic,Consultation on rule-making,Average score,6.8
DNK,Denmark,Consultation on rule-making,Average score,7
FIN,Finland,Consultation on rule-making,Average score,9
FRA,France,Consultation on rule-making,Average score,3.5
DEU,Germany,Consultation on rule-making,Average score,4.5
GRC,Greece,Consultation on rule-making,Average score,6.5
HUN,Hungary,Consultation on rule-making,Average score,7.9
ISL,Iceland,Consultation on rule-making,Average score,5.1
IRL,Ireland,Consultation on rule-making,Average score,9
ITA,Italy,Consultation on rule-making,Average score,5
JPN,Japan,Consultation on rule-making,Average score,7.3
KOR,Korea,Consultation on rule-making,Average score,10.4
LUX,Luxembourg,Consultation on rule-making,Average score,6
MEX,Mexico,Consultation on rule-making,Average score,9
NLD,Netherlands,Consultation on rule-making,Average score,6.1
NZL,New Zealand,Consultation on rule-making,Average score,10.3
NOR,Norway,Consultation on rule-making,Average score,8.1
POL,Poland,Consultation on rule-making,Average score,10.8
PRT,Portugal,Consultation on rule-making,Average score,6.5
SVK,Slovak Republic,Consultation on rule-making,Average score,6.6
ESP,Spain,Consultation on rule-making,Average score,7.3
SWE,Sweden,Consultation on rule-making,Average score,10.9
CHE,Switzerland,Consultation on rule-making,Average score,8.4
TUR,Turkey,Consultation on rule-making,Average score,5.5
GBR,United Kingdom,Consultation on rule-making,Average score,11.5
USA,United States,Consultation on rule-making,Average score,8.3
BRA,Brazil,Consultation on rule-making,Average score,4
CHL,Chile,Consultation on rule-making,Average score,2
EST,Estonia,Consultation on rule-making,Average score,3.3
ISR,Israel,Consultation on rule-making,Average score,2.5
RUS,Russia,Consultation on rule-making,Average score,2.5
SVN,Slovenia,Consultation on rule-making,Average score,10.3
AUS,Australia,Consultation on rule-making,Average score,10.5
AUT,Austria,Consultation on rule-making,Average score,7.1
BEL,Belgium,Consultation on rule-making,Average score,4.5
CAN,Canada,Consultation on rule-making,Average score,10.5
CZE,Czech Republic,Consultation on rule-making,Average score,6.8
DNK,Denmark,Consultation on rule-making,Average score,7
FIN,Finland,Consultation on rule-making,Average score,9
FRA,France,Consultation on rule-making,Average score,3.5
DEU,Germany,Consultation on rule-making,Average score,4.5
GRC,Greece,Consultation on rule-making,Average score,6.5
HUN,Hungary,Consultation on rule-making,Average score,7.9
ISL,Iceland,Consultation on rule-making,Average score,5.1
IRL,Ireland,Consultation on rule-making,Average score,9
ITA,Italy,Consultation on rule-making,Average score,5
JPN,Japan,Consultation on rule-making,Average score,7.3
KOR,Korea,Consultation on rule-making,Average score,10.4
LUX,Luxembourg,Consultation on rule-making,Average score,6
MEX,Mexico,Consultation on rule-making,Average score,9
NLD,Netherlands,Consultation on rule-making,Average score,6.1
NZL,New Zealand,Consultation on rule-making,Average score,10.3
NOR,Norway,Consultation on rule-making,Average score,8.1
POL,Poland,Consultation on rule-making,Average score,10.8
PRT,Portugal,Consultation on rule-making,Average score,6.5
SVK,Slovak Republic,Consultation on rule-making,Average score,6.6
ESP,Spain,Consultation on rule-making,Average score,7.3
SWE,Sweden,Consultation on rule-making,Average score,10.9
CHE,Switzerland,Consultation on rule-making,Average score,8.4
TUR,Turkey,Consultation on rule-making,Average score,5.5
GBR,United Kingdom,Consultation on rule-making,Average score,11.5
USA,United States,Consultation on rule-making,Average score,8.3
BRA,Brazil,Consultation on rule-making,Average score,4
CHL,Chile,Consultation on rule-making,Average score,2
EST,Estonia,Consultation on rule-making,Average score,3.3
ISR,Israel,Consultation on rule-making,Average score,2.5
RUS,Russia,Consultation on rule-making,Average score,2.5
SVN,Slovenia,Consultation on rule-making,Average score,10.3
AUS,Australia,Voter turnout,Percentage,93
AUT,Austria,Voter turnout,Percentage,75
BEL,Belgium,Voter turnout,Percentage,89
CAN,Canada,Voter turnout,Percentage,61
CZE,Czech Republic,Voter turnout,Percentage,59
DNK,Denmark,Voter turnout,Percentage,88
FIN,Finland,Voter turnout,Percentage,69
FRA,France,Voter turnout,Percentage,80
DEU,Germany,Voter turnout,Percentage,72
GRC,Greece,Voter turnout,Percentage,62
HUN,Hungary,Voter turnout,Percentage,64
ISL,Iceland,Voter turnout,Percentage,81
IRL,Ireland,Voter turnout,Percentage,70
ITA,Italy,Voter turnout,Percentage,75
JPN,Japan,Voter turnout,Percentage,59
KOR,Korea,Voter turnout,Percentage,76
LUX,Luxembourg,Voter turnout,Percentage,91
MEX,Mexico,Voter turnout,Percentage,63
NLD,Netherlands,Voter turnout,Percentage,75
NZL,New Zealand,Voter turnout,Percentage,74
NOR,Norway,Voter turnout,Percentage,78
POL,Poland,Voter turnout,Percentage,55
PRT,Portugal,Voter turnout,Percentage,58
SVK,Slovak Republic,Voter turnout,Percentage,59
ESP,Spain,Voter turnout,Percentage,69
SWE,Sweden,Voter turnout,Percentage,85
CHE,Switzerland,Voter turnout,Percentage,49
TUR,Turkey,Voter turnout,Percentage,88
GBR,United Kingdom,Voter turnout,Percentage,66
USA,United States,Voter turnout,Percentage,67
BRA,Brazil,Voter turnout,Percentage,79
CHL,Chile,Voter turnout,Percentage,88
EST,Estonia,Voter turnout,Percentage,64
ISR,Israel,Voter turnout,Percentage,68
RUS,Russia,Voter turnout,Percentage,65
SVN,Slovenia,Voter turnout,Percentage,66
AUS,Australia,Voter turnout,Percentage,93
AUT,Austria,Voter turnout,Percentage,77
BEL,Belgium,Voter turnout,Percentage,91
CAN,Canada,Voter turnout,Percentage,61
CZE,Czech Republic,Voter turnout,Percentage,59
DNK,Denmark,Voter turnout,Percentage,88
FIN,Finland,Voter turnout,Percentage,70
FRA,France,Voter turnout,Percentage,85
DEU,Germany,Voter turnout,Percentage,73
GRC,Greece,Voter turnout,Percentage,62
HUN,Hungary,Voter turnout,Percentage,65
ISL,Iceland,Voter turnout,Percentage,81
IRL,Ireland,Voter turnout,Percentage,73
ITA,Italy,Voter turnout,Percentage,77
JPN,Japan,Voter turnout,Percentage,60
KOR,Korea,Voter turnout,Percentage,78
LUX,Luxembourg,Voter turnout,Percentage,92
MEX,Mexico,Voter turnout,Percentage,65
NLD,Netherlands,Voter turnout,Percentage,73
NZL,New Zealand,Voter turnout,Percentage,75
NOR,Norway,Voter turnout,Percentage,78
POL,Poland,Voter turnout,Percentage,58
PRT,Portugal,Voter turnout,Percentage,58
SVK,Slovak Republic,Voter turnout,Percentage,59
