LOCATION,Country,Indicator,TIME,Value
TUR,Turkey,Years in education,2013,14.7
GBR,United Kingdom,Years in education,2013,17
USA,United States,Years in education,2013,17.8
OTO,OECD - Total,Years in education,2013,17.8
BRA,Brazil,Years in education,2013,16.5
CHL,Chile,Years in education,2013,16.2
EST,Estonia,Years in education,2013,18.1
ISR,Israel,Years in education,2013,16.2
RUS,Russia,Years in education,2013,17.2
SVN,Slovenia,Years in education,2013,19.2
AUS,Australia,Air pollution,2013,14
AUT,Austria,Air pollution,2013,27
BEL,Belgium,Air pollution,2013,21
CAN,Canada,Air pollution,2013,16
CZE,Czech Republic,Air pollution,2013,17
DNK,Denmark,Air pollution,2013,16
FIN,Finland,Air pollution,2013,15
FRA,France,Air pollution,2013,12
DEU,Germany,Air pollution,2013,16
GRC,Greece,Air pollution,2013,31
HUN,Hungary,Air pollution,2013,15
ISL,Iceland,Air pollution,2013,16
IRL,Ireland,Air pollution,2013,12
ITA,Italy,Air pollution,2013,21
JPN,Japan,Air pollution,2013,25
KOR,Korea,Air pollution,2013,33
LUX,Luxembourg,Air pollution,2013,13
MEX,Mexico,Air pollution,2013,33
NLD,Netherlands,Air pollution,2013,30
NZL,New Zealand,Air pollution,2013,12
NOR,Norway,Air pollution,2013,15
POL,Poland,Air pollution,2013,34
PRT,Portugal,Air pollution,2013,20
SVK,Slovak Republic,Air pollution,2013,12
ESP,Spain,Air pollution,2013,25
SWE,Sweden,Air pollution,2013,10
CHE,Switzerland,Air pollution,2013,22
TUR,Turkey,Air pollution,2013,37
GBR,United Kingdom,Air pollution,2013,13
USA,United States,Air pollution,2013,18
OTO,OECD - Total,Air pollution,2013,21
BRA,Brazil,Air pollution,2013,19
CHL,Chile,Air pollution,2013,53
EST,Estonia,Air pollution,2013,9
ISR,Israel,Air pollution,2013,23
RUS,Russia,Air pollution,2013,16
SVN,Slovenia,Air pollution,2013,26
AUS,Australia,Air pollution,2013,14
AUT,Austria,Air pollution,2013,27
BEL,Belgium,Air pollution,2013,21
CAN,Canada,Air pollution,2013,16
CZE,Czech Republic,Air pollution,2013,17
DNK,Denmark,Air pollution,2013,16
FIN,Finland,Air pollution,2013,15
FRA,France,Air pollution,2013,12
DEU,Germany,Air pollution,2013,16
GRC,Greece,Air pollution,2013,31
HUN,Hungary,Air pollution,2013,15
ISL,Iceland,Air pollution,2013,16
IRL,Ireland,Air pollution,2013,12
ITA,Italy,Air pollution,2013,21
JPN,Japan,Air pollution,2013,25
KOR,Korea,Air pollution,2013,33
LUX,Luxembourg,Air pollution,2013,13
MEX,Mexico,Air pollution,2013,33
NLD,Netherlands,Air pollution,2013,30
NZL,New Zealand,Air pollution,2013,12
NOR,Norway,Air pollution,2013,15
POL,Poland,Air pollution,2013,34
PRT,Portugal,Air pollution,2013,20
SVK,Slovak Republic,Air pollution,2013,12
ESP,Spain,Air pollution,2013,25
SWE,Sweden,Air pollution,2013,10
CHE,Switzerland,Air pollution,2013,22
TUR,Turkey,Air pollution,2013,37
GBR,United Kingdom,Air pollution,2013,13
USA,United States,Air pollution,2013,18
BRA,Brazil,Air pollution,2013,19
CHL,Chile,Air pollution,2013,53
EST,Estonia,Air pollution,2013,9
ISR,Israel,Air pollution,2013,23
RUS,Russia,Air pollution,2013,16
SVN,Slovenia,Air pollution,2013,26
AUS,Australia,Air pollution,2013,14
AUT,Austria,Air pollution,2013,27
BEL,Belgium,Air pollution,2013,21
CAN,Canada,Air pollution,2013,16
CZE,Czech Republic,Air pollution,2013,17
DNK,Denmark,Air pollution,2013,16
FIN,Finland,Air pollution,2013,15
FRA,France,Air pollution,2013,12
DEU,Germany,Air pollution,2013,16
GRC,Greece,Air pollution,2013,31
HUN,Hungary,Air pollution,2013,15
ISL,Iceland,Air pollution,2013,16
IRL,Ireland,Air pollution,2013,12
ITA,Italy,Air pollution,2013,21
JPN,Japan,Air pollution,2013,25
KOR,Korea,Air pollution,2013,33
LUX,Luxembourg,Air pollution,2013,13
MEX,Mexico,Air pollution,2013,33
NLD,Netherlands,Air pollution,2013,30
NZL,New Zealand,Air pollution,2013,12
NOR,Norway,Air pollution,2013,15
POL,Poland,Air pollution,2013,34
PRT,Portugal,Air pollution,2013,20
SVK,Slovak Republic,Air pollution,2013,12
ESP,Spain,Air pollution,2013,25
SWE,Sweden,Air pollution,2013,10
CHE,Switzerland,Air pollution,2013,22
TUR,Turkey,Air pollution,2013,37
GBR,United Kingdom,Air pollution,2013,13
USA,United States,Air pollution,2013,18
BRA,Brazil,Air pollution,2013,19
CHL,Chile,Air pollution,2013,53
EST,Estonia,Air pollution,2013,9
ISR,Israel,Air pollution,2013,23
RUS,Russia,Air pollution,2013,16
SVN,Slovenia,Air pollution,2013,26
AUS,Australia,Water quality,2013,91
AUT,Austria,Water quality,2013,96
BEL,Belgium,Water quality,2013,80
CAN,Canada,Water quality,2013,89
CZE,Czech Republic,Water quality,2013,84
DNK,Denmark,Water quality,2013,94
FIN,Finland,Water quality,2013,92
FRA,France,Water quality,2013,81
DEU,Germany,Water quality,2013,93
GRC,Greece,Water quality,2013,69
HUN,Hungary,Water quality,2013,76
ISL,Iceland,Water quality,2013,97
IRL,Ireland,Water quality,2013,84
ITA,Italy,Water quality,2013,71
JPN,Japan,Water quality,2013,86
KOR,Korea,Water quality,2013,78
LUX,Luxembourg,Water quality,2013,87
MEX,Mexico,Water quality,2013,78
NLD,Netherlands,Water quality,2013,90
NZL,New Zealand,Water quality,2013,88
NOR,Norway,Water quality,2013,96
POL,Poland,Water quality,2013,79
PRT,Portugal,Water quality,2013,86
SVK,Slovak Republic,Water quality,2013,81
ESP,Spain,Water quality,2013,79
SWE,Sweden,Water quality,2013,95
CHE,Switzerland,Water quality,2013,95
TUR,Turkey,Water quality,2013,61
GBR,United Kingdom,Water quality,2013,97
USA,United States,Water quality,2013,87
OTO,OECD - Total,Water quality,2013,84
BRA,Brazil,Water quality,2013,75
CHL,Chile,Water quality,2013,77
EST,Estonia,Water quality,2013,75
ISR,Israel,Water quality,2013,66
RUS,Russia,Water quality,2013,49
SVN,Slovenia,Water quality,2013,87
AUS,Australia,Water quality,2013,92
AUT,Austria,Water quality,2013,96
BEL,Belgium,Water quality,2013,82
CAN,Canada,Water quality,2013,91
CZE,Czech Republic,Water quality,2013,85
DNK,Denmark,Water quality,2013,96
FIN,Finland,Water quality,2013,93
FRA,France,Water quality,2013,82
DEU,Germany,Water quality,2013,95
GRC,Greece,Water quality,2013,68
HUN,Hungary,Water quality,2013,78
ISL,Iceland,Water quality,2013,98
IRL,Ireland,Water quality,2013,84
ITA,Italy,Water quality,2013,73
JPN,Japan,Water quality,2013,88
KOR,Korea,Water quality,2013,80
LUX,Luxembourg,Water quality,2013,87
MEX,Mexico,Water quality,2013,79
NLD,Netherlands,Water quality,2013,89
NZL,New Zealand,Water quality,2013,90
NOR,Norway,Water quality,2013,96
POL,Poland,Water quality,2013,82
PRT,Portugal,Water quality,2013,84
SVK,Slovak Republic,Water quality,2013,81
ESP,Spain,Water quality,2013,82
SWE,Sweden,Water quality,2013,96
CHE,Switzerland,Water quality,2013,97
TUR,Turkey,Water quality,2013,61
GBR,United Kingdom,Water quality,2013,97
USA,United States,Water quality,2013,89
OTO,OECD - Total,Water quality,2013,85
BRA,Brazil,Water quality,2013,78
CHL,Chile,Water quality,2013,79
EST,Estonia,Water quality,2013,75
ISR,Israel,Water quality,2013,66
RUS,Russia,Water quality,2013,49
SVN,Slovenia,Water quality,2013,88
AUS,Australia,Water quality,2013,90
AUT,Austria,Water quality,2013,96
BEL,Belgium,Water quality,2013,79
CAN,Canada,Water quality,2013,87
CZE,Czech Republic,Water quality,2013,84
DNK,Denmark,Water quality,2013,92
FIN,Finland,Water quality,2013,92
FRA,France,Water quality,2013,80
DEU,Germany,Water quality,2013,92
GRC,Greece,Water quality,2013,70
HUN,Hungary,Water quality,2013,75
ISL,Iceland,Water quality,2013,97
IRL,Ireland,Water quality,2013,83
ITA,Italy,Water quality,2013,69
JPN,Japan,Water quality,2013,83
KOR,Korea,Water quality,2013,76
LUX,Luxembourg,Water quality,2013,88
MEX,Mexico,Water quality,2013,76
NLD,Netherlands,Water quality,2013,92
NZL,New Zealand,Water quality,2013,87
NOR,Norway,Water quality,2013,96
POL,Poland,Water quality,2013,76
PRT,Portugal,Water quality,2013,88
SVK,Slovak Republic,Water quality,2013,81
ESP,Spain,Water quality,2013,77
SWE,Sweden,Water quality,2013,94
CHE,Switzerland,Water quality,2013,92
TUR,Turkey,Water quality,2013,62
GBR,United Kingdom,Water quality,2013,97
USA,United States,Water quality,2013,86
OTO,OECD - Total,Water quality,2013,84
BRA,Brazil,Water quality,2013,73
CHL,Chile,Water quality,2013,76
EST,Estonia,Water quality,2013,75
ISR,Israel,Water quality,2013,65
RUS,Russia,Water quality,2013,49
SVN,Slovenia,Water quality,2013,86
AUS,Australia,Water quality,2013,94
AUT,Austria,Water quality,2013,97
BEL,Belgium,Water quality,2013,80
CAN,Canada,Water quality,2013,91
CZE,Czech Republic,Water quality,2013,86
DNK,Denmark,Water quality,2013,95
FIN,Finland,Water quality,2013,93
FRA,France,Water quality,2013,80
DEU,Germany,Water quality,2013,94
GRC,Greece,Water quality,2013,72
HUN,Hungary,Water quality,2013,74
ISL,Iceland,Water quality,2013,96
IRL,Ireland,Water quality,2013,80
ITA,Italy,Water quality,2013,68
JPN,Japan,Water quality,2013,86
KOR,Korea,Water quality,2013,75
LUX,Luxembourg,Water quality,2013,88
MEX,Mexico,Water quality,2013,76
NLD,Netherlands,Water quality,2013,92
NZL,New Zealand,Water quality,2013,92
NOR,Norway,Water quality,2013,97
POL,Poland,Water quality,2013,74
PRT,Portugal,Water quality,2013,89
SVK,Slovak Republic,Water quality,2013,84
ESP,Spain,Water quality,2013,88
SWE,Sweden,Water quality,2013,95
CHE,Switzerland,Water quality,2013,95
TUR,Turkey,Water quality,2013,60
GBR,United Kingdom,Water quality,2013,96
USA,United States,Water quality,2013,88
OTO,OECD - Total,Water quality,2013,85
BRA,Brazil,Water quality,2013,88
CHL,Chile,Water quality,2013,74
EST,Estonia,Water quality,2013,81
ISR,Israel,Water quality,2013,66
RUS,Russia,Water quality,2013,39
SVN,Slovenia,Water quality,2013,91
AUS,Australia,Water quality,2013,88
AUT,Austria,Water quality,2013,99
BEL,Belgium,Water quality,2013,89
CAN,Canada,Water quality,2013,93
CZE,Czech Republic,Water quality,2013,82
DNK,Denmark,Water quality,2013,90
FIN,Finland,Water quality,2013,91
FRA,France,Water quality,2013,81
DEU,Germany,Water quality,2013,100
GRC,Greece,Water quality,2013,69
HUN,Hungary,Water quality,2013,77
ISL,Iceland,Water quality,2013,98
IRL,Ireland,Water quality,2013,92
ITA,Italy,Water quality,2013,70
JPN,Japan,Water quality,2013,85
KOR,Korea,Water quality,2013,80
LUX,Luxembourg,Water quality,2013,86
MEX,Mexico,Water quality,2013,80
NLD,Netherlands,Water quality,2013,98
NZL,New Zealand,Water quality,2013,88
NOR,Norway,Water quality,2013,95
POL,Poland,Water quality,2013,81
PRT,Portugal,Water quality,2013,89
SVK,Slovak Republic,Water quality,2013,81
ESP,Spain,Water quality,2013,79
SWE,Sweden,Water quality,2013,99
CHE,Switzerland,Water quality,2013,95
TUR,Turkey,Water quality,2013,63
GBR,United Kingdom,Water quality,2013,97
USA,United States,Water quality,2013,90
OTO,OECD - Total,Water quality,2013,86
BRA,Brazil,Water quality,2013,78
CHL,Chile,Water quality,2013,82
EST,Estonia,Water quality,2013,77
ISR,Israel,Water quality,2013,69
RUS,Russia,Water quality,2013,58
SVN,Slovenia,Water quality,2013,84
AUS,Australia,Consultation on rule-making,2013,10.5
AUT,Austria,Consultation on rule-making,2013,7.1
BEL,Belgium,Consultation on rule-making,2013,4.5
CAN,Canada,Consultation on rule-making,2013,10.5
CZE,Czech Republic,Consultation on rule-making,2013,6.8
DNK,Denmark,Consultation on rule-making,2013,7
FIN,Finland,Consultation on rule-making,2013,9
FRA,France,Consultation on rule-making,2013,3.5
DEU,Germany,Consultation on rule-making,2013,4.5
GRC,Greece,Consultation on rule-making,2013,6.5
HUN,Hungary,Consultation on rule-making,2013,7.9
ISL,Iceland,Consultation on rule-making,2013,5.1
IRL,Ireland,Consultation on rule-making,2013,9
ITA,Italy,Consultation on rule-making,2013,5
JPN,Japan,Consultation on rule-making,2013,7.3
KOR,Korea,Consultation on rule-making,2013,10.4
LUX,Luxembourg,Consultation on rule-making,2013,6
MEX,Mexico,Consultation on rule-making,2013,9
NLD,Netherlands,Consultation on rule-making,2013,6.1
NZL,New Zealand,Consultation on rule-making,2013,10.3
NOR,Norway,Consultation on rule-making,2013,8.1
POL,Poland,Consultation on rule-making,2013,10.8
PRT,Portugal,Consultation on rule-making,2013,6.5
SVK,Slovak Republic,Consultation on rule-making,2013,6.6
ESP,Spain,Consultation on rule-making,2013,7.3
SWE,Sweden,Consultation on rule-making,2013,10.9
CHE,Switzerland,Consultation on rule-making,2013,8.4
TUR,Turkey,Consultation on rule-making,2013,5.5
GBR,United Kingdom,Consultation on rule-making,2013,11.5
USA,United States,Consultation on rule-making,2013,8.3
OTO,OECD - Total,Consultation on rule-making,2013,7.3
BRA,Brazil,Consultation on rule-making,2013,4
CHL,Chile,Consultation on rule-making,2013,2
EST,Estonia,Consultation on rule-making,2013,3.3
ISR,Israel,Consultation on rule-making,2013,2.5
RUS,Russia,Consultation on rule-making,2013,2.5
SVN,Slovenia,Consultation on rule-making,2013,10.3
AUS,Australia,Consultation on rule-making,2013,10.5
AUT,Austria,Consultation on rule-making,2013,7.1
BEL,Belgium,Consultation on rule-making,2013,4.5
CAN,Canada,Consultation on rule-making,2013,10.5
CZE,Czech Republic,Consultation on rule-making,2013,6.8
DNK,Denmark,Consultation on rule-making,2013,7
FIN,Finland,Consultation on rule-making,2013,9
FRA,France,Consultation on rule-making,2013,3.5
DEU,Germany,Consultation on rule-making,2013,4.5
GRC,Greece,Consultation on rule-making,2013,6.5
HUN,Hungary,Consultation on rule-making,2013,7.9
ISL,Iceland,Consultation on rule-making,2013,5.1
IRL,Ireland,Consultation on rule-making,2013,9
ITA,Italy,Consultation on rule-making,2013,5
JPN,Japan,Consultation on rule-making,2013,7.3
KOR,Korea,Consultation on rule-making,2013,10.4
LUX,Luxembourg,Consultation on rule-making,2013,6
MEX,Mexico,Consultation on rule-making,2013,9
NLD,Netherlands,Consultation on rule-making,2013,6.1
NZL,New Zealand,Consultation on rule-making,2013,10.3
NOR,Norway,Consultation on rule-making,2013,8.1
POL,Poland,Consultation on rule-making,2013,10.8
PRT,Portugal,Consultation on rule-making,2013,6.5
SVK,Slovak Republic,Consultation on rule-making,2013,6.6
ESP,Spain,Consultation on rule-making,2013,7.3
SWE,Sweden,Consultation on rule-making,2013,10.9
CHE,Switzerland,Consultation on rule-making,2013,8.4
TUR,Turkey,Consultation on rule-making,2013,5.5
GBR,United Kingdom,Consultation on rule-making,2013,11.5
USA,United States,Consultation on rule-making,2013,8.3
BRA,Brazil,Consultation on rule-making,2013,4
CHL,Chile,Consultation on rule-making,2013,2
EST,Estonia,Consultation on rule-making,2013,3.3
ISR,Israel,Consultation on rule-making,2013,2.5
RUS,Russia,Consultation on rule-making,2013,2.5
SVN,Slovenia,Consultation on rule-making,2013,10.3
AUS,Australia,Consultation on rule-making,2013,10.5
AUT,Austria,Consultation on rule-making,2013,7.1
BEL,Belgium,Consultation on rule-making,2013,4.5
CAN,Canada,Consultation on rule-making,2013,10.5
CZE,Czech Republic,Consultation on rule-making,2013,6.8
DNK,Denmark,Consultation on rule-making,2013,7
FIN,Finland,Consultation on rule-making,2013,9
FRA,France,Consultation on rule-making,2013,3.5
DEU,Germany,Consultation on rule-making,2013,4.5
GRC,Greece,Consultation on rule-making,2013,6.5
HUN,Hungary,Consultation on rule-making,2013,7.9
ISL,Iceland,Consultation on rule-making,2013,5.1
IRL,Ireland,Consultation on rule-making,2013,9
ITA,Italy,Consultation on rule-making,2013,5
JPN,Japan,Consultation on rule-making,2013,7.3
KOR,Korea,Consultation on rule-making,2013,10.4
LUX,Luxembourg,Consultation on rule-making,2013,6
MEX,Mexico,Consultation on rule-making,2013,9
NLD,Netherlands,Consultation on rule-making,2013,6.1
NZL,New Zealand,Consultation on rule-making,2013,10.3
NOR,Norway,Consultation on rule-making,2013,8.1
POL,Poland,Consultation on rule-making,2013,10.8
PRT,Portugal,Consultation on rule-making,2013,6.5
SVK,Slovak Republic,Consultation on rule-making,2013,6.6
ESP,Spain,Consultation on rule-making,2013,7.3
SWE,Sweden,Consultation on rule-making,2013,10.9
CHE,Switzerland,Consultation on rule-making,2013,8.4
TUR,Turkey,Consultation on rule-making,2013,5.5
GBR,United Kingdom,Consultation on rule-making,2013,11.5
USA,United States,Consultation on rule-making,2013,8.3
BRA,Brazil,Consultation on rule-making,2013,4
CHL,Chile,Consultation on rule-making,2013,2
EST,Estonia,Consultation on rule-making,2013,3.3
ISR,Israel,Consultation on rule-making,2013,2.5
RUS,Russia,Consultation on rule-making,2013,2.5
SVN,Slovenia,Consultation on rule-making,2013,10.3
AUS,Australia,Voter turnout,2013,93
AUT,Austria,Voter turnout,2013,82
BEL,Belgium,Voter turnout,2013,89
CAN,Canada,Voter turnout,2013,61
CZE,Czech Republic,Voter turnout,2013,63
DNK,Denmark,Voter turnout,2013,88
FIN,Finland,Voter turnout,2013,69
FRA,France,Voter turnout,2013,80
DEU,Germany,Voter turnout,2013,71
GRC,Greece,Voter turnout,2013,62
HUN,Hungary,Voter turnout,2013,47
ISL,Iceland,Voter turnout,2013,85
IRL,Ireland,Voter turnout,2013,70
ITA,Italy,Voter turnout,2013,81
JPN,Japan,Voter turnout,2013,69
KOR,Korea,Voter turnout,2013,76
LUX,Luxembourg,Voter turnout,2013,91
MEX,Mexico,Voter turnout,2013,63
NLD,Netherlands,Voter turnout,2013,75
NZL,New Zealand,Voter turnout,2013,74
NOR,Norway,Voter turnout,2013,76
POL,Poland,Voter turnout,2013,55
PRT,Portugal,Voter turnout,2013,58
SVK,Slovak Republic,Voter turnout,2013,59
ESP,Spain,Voter turnout,2013,69
SWE,Sweden,Voter turnout,2013,85
CHE,Switzerland,Voter turnout,2013,49
TUR,Turkey,Voter turnout,2013,88
GBR,United Kingdom,Voter turnout,2013,66
USA,United States,Voter turnout,2013,70
OTO,OECD - Total,Voter turnout,2013,72
BRA,Brazil,Voter turnout,2013,78
CHL,Chile,Voter turnout,2013,88
EST,Estonia,Voter turnout,2013,64
ISR,Israel,Voter turnout,2013,65
RUS,Russia,Voter turnout,2013,65
SVN,Slovenia,Voter turnout,2013,66
AUS,Australia,Voter turnout,2013,93
AUT,Austria,Voter turnout,2013,84
BEL,Belgium,Voter turnout,2013,91
CAN,Canada,Voter turnout,2013,61
CZE,Czech Republic,Voter turnout,2013,62
DNK,Denmark,Voter turnout,2013,88
FIN,Finland,Voter turnout,2013,70
FRA,France,Voter turnout,2013,85
DEU,Germany,Voter turnout,2013,72
GRC,Greece,Voter turnout,2013,62
HUN,Hungary,Voter turnout,2013,47
ISL,Iceland,Voter turnout,2013,84
IRL,Ireland,Voter turnout,2013,73
ITA,Italy,Voter turnout,2013,83
JPN,Japan,Voter turnout,2013,70
KOR,Korea,Voter turnout,2013,78
LUX,Luxembourg,Voter turnout,2013,92
MEX,Mexico,Voter turnout,2013,65
NLD,Netherlands,Voter turnout,2013,74
NZL,New Zealand,Voter turnout,2013,75
NOR,Norway,Voter turnout,2013,76
POL,Poland,Voter turnout,2013,58
PRT,Portugal,Voter turnout,2013,58
SVK,Slovak Republic,Voter turnout,2013,59
ESP,Spain,Voter turnout,2013,69
SWE,Sweden,Voter turnout,2013,83
CHE,Switzerland,Voter turnout,2013,58
TUR,Turkey,Voter turnout,2013,87
GBR,United Kingdom,Voter turnout,2013,62
USA,United States,Voter turnout,2013,68
OTO,OECD - Total,Voter turnout,2013,72
BRA,Brazil,Voter turnout,2013,78
CHL,Chile,Voter turnout,2013,86
EST,Estonia,Voter turnout,2013,60
ISR,Israel,Voter turnout,2013,64
RUS,Russia,Voter turnout,2013,61
SVN,Slovenia,Voter turnout,2013,66
AUS,Australia,Voter turnout,2013,93
AUT,Austria,Voter turnout,2013,80
BEL,Belgium,Voter turnout,2013,88
CAN,Canada,Voter turnout,2013,62
CZE,Czech Republic,Voter turnout,2013,63
DNK,Denmark,Voter turnout,2013,88
FIN,Finland,Voter turnout,2013,68
FRA,France,Voter turnout,2013,75
DEU,Germany,Voter turnout,2013,70
GRC,Greece,Voter turnout,2013,63
HUN,Hungary,Voter turnout,2013,46
ISL,Iceland,Voter turnout,2013,86
IRL,Ireland,Voter turnout,2013,67
ITA,Italy,Voter turnout,2013,78
JPN,Japan,Voter turnout,2013,69
KOR,Korea,Voter turnout,2013,74
LUX,Luxembourg,Voter turnout,2013,90
MEX,Mexico,Voter turnout,2013,61
NLD,Netherlands,Voter turnout,2013,77
NZL,New Zealand,Voter turnout,2013,73
NOR,Norway,Voter turnout,2013,76
POL,Poland,Voter turnout,2013,53
PRT,Portugal,Voter turnout,2013,58
SVK,Slovak Republic,Voter turnout,2013,59
ESP,Spain,Voter turnout,2013,68
SWE,Sweden,Voter turnout,2013,87
CHE,Switzerland,Voter turnout,2013,42
TUR,Turkey,Voter turnout,2013,88
GBR,United Kingdom,Voter turnout,2013,69
USA,United States,Voter turnout,2013,73
OTO,OECD - Total,Voter turnout,2013,71
BRA,Brazil,Voter turnout,2013,79
CHL,Chile,Voter turnout,2013,89
EST,Estonia,Voter turnout,2013,66
ISR,Israel,Voter turnout,2013,66
RUS,Russia,Voter turnout,2013,69
SVN,Slovenia,Voter turnout,2013,65
AUS,Australia,Voter turnout,2013,94
AUT,Austria,Voter turnout,2013,90
BEL,Belgium,Voter turnout,2013,98
CAN,Canada,Voter turnout,2013,63
CZE,Czech Republic,Voter turnout,2013,72
DNK,Denmark,Voter turnout,2013,90
FIN,Finland,Voter turnout,2013,74
FRA,France,Voter turnout,2013,89
DEU,Germany,Voter turnout,2013,80
GRC,Greece,Voter turnout,2013,70
HUN,Hungary,Voter turnout,2013,53
ISL,Iceland,Voter turnout,2013,88
IRL,Ireland,Voter turnout,2013,69
ITA,Italy,Voter turnout,2013,91
JPN,Japan,Voter turnout,2013,69
KOR,Korea,Voter turnout,2013,100
LUX,Luxembourg,Voter turnout,2013,99
MEX,Mexico,Voter turnout,2013,63
NLD,Netherlands,Voter turnout,2013,85
NZL,New Zealand,Voter turnout,2013,81
NOR,Norway,Voter turnout,2013,83
POL,Poland,Voter turnout,2013,68
PRT,Portugal,Voter turnout,2013,63
SVK,Slovak Republic,Voter turnout,2013,64
ESP,Spain,Voter turnout,2013,76
SWE,Sweden,Voter turnout,2013,89
CHE,Switzerland,Voter turnout,2013,61
TUR,Turkey,Voter turnout,2013,89
GBR,United Kingdom,Voter turnout,2013,73
USA,United States,Voter turnout,2013,79
OTO,OECD - Total,Voter turnout,2013,77
BRA,Brazil,Voter turnout,2013,81
CHL,Chile,Voter turnout,2013,90
EST,Estonia,Voter turnout,2013,68
ISR,Israel,Voter turnout,2013,71
RUS,Russia,Voter turnout,2013,70
SVN,Slovenia,Voter turnout,2013,75
AUS,Australia,Voter turnout,2013,92
AUT,Austria,Voter turnout,2013,79
BEL,Belgium,Voter turnout,2013,92
CAN,Canada,Voter turnout,2013,60
CZE,Czech Republic,Voter turnout,2013,52
DNK,Denmark,Voter turnout,2013,86
FIN,Finland,Voter turnout,2013,61
FRA,France,Voter turnout,2013,79
DEU,Germany,Voter turnout,2013,59
GRC,Greece,Voter turnout,2013,57
HUN,Hungary,Voter turnout,2013,39
ISL,Iceland,Voter turnout,2013,77
IRL,Ireland,Voter turnout,2013,67
ITA,Italy,Voter turnout,2013,78
JPN,Japan,Voter turnout,2013,68
KOR,Korea,Voter turnout,2013,71
LUX,Luxembourg,Voter turnout,2013,94
MEX,Mexico,Voter turnout,2013,61
NLD,Netherlands,Voter turnout,2013,65
NZL,New Zealand,Voter turnout,2013,75
NOR,Norway,Voter turnout,2013,70
POL,Poland,Voter turnout,2013,43
PRT,Portugal,Voter turnout,2013,56
SVK,Slovak Republic,Voter turnout,2013,60
ESP,Spain,Voter turnout,2013,66
SWE,Sweden,Voter turnout,2013,83
CHE,Switzerland,Voter turnout,2013,43
TUR,Turkey,Voter turnout,2013,84
GBR,United Kingdom,Voter turnout,2013,50
USA,United States,Voter turnout,2013,56
OTO,OECD - Total,Voter turnout,2013,66
BRA,Brazil,Voter turnout,2013,80
CHL,Chile,Voter turnout,2013,92
EST,Estonia,Voter turnout,2013,56
ISR,Israel,Voter turnout,2013,63
RUS,Russia,Voter turnout,2013,66
SVN,Slovenia,Voter turnout,2013,62
AUS,Australia,Life expectancy,2013,82
AUT,Austria,Life expectancy,2013,81.1
BEL,Belgium,Life expectancy,2013,80.5
CAN,Canada,Life expectancy,2013,81
CZE,Czech Republic,Life expectancy,2013,78
DNK,Denmark,Life expectancy,2013,79.9
FIN,Finland,Life expectancy,2013,80.6
FRA,France,Life expectancy,2013,82.2
DEU,Germany,Life expectancy,2013,80.8
GRC,Greece,Life expectancy,2013,80.7
HUN,Hungary,Life expectancy,2013,75
ISL,Iceland,Life expectancy,2013,82.4
IRL,Ireland,Life expectancy,2013,80.6
ITA,Italy,Life expectancy,2013,82.7
JPN,Japan,Life expectancy,2013,82.7
KOR,Korea,Life expectancy,2013,81.1
LUX,Luxembourg,Life expectancy,2013,81.1
MEX,Mexico,Life expectancy,2013,74.2
NLD,Netherlands,Life expectancy,2013,81.3
NZL,New Zealand,Life expectancy,2013,81.2
NOR,Norway,Life expectancy,2013,81.4
POL,Poland,Life expectancy,2013,76.9
PRT,Portugal,Life expectancy,2013,80.8
SVK,Slovak Republic,Life expectancy,2013,76.1
ESP,Spain,Life expectancy,2013,82.4
SWE,Sweden,Life expectancy,2013,81.9
CHE,Switzerland,Life expectancy,2013,82.8
TUR,Turkey,Life expectancy,2013,74.6
GBR,United Kingdom,Life expectancy,2013,81.1
USA,United States,Life expectancy,2013,78.7
OTO,OECD - Total,Life expectancy,2013,79.8
BRA,Brazil,Life expectancy,2013,73.5
CHL,Chile,Life expectancy,2013,78.3
EST,Estonia,Life expectancy,2013,76.3
ISR,Israel,Life expectancy,2013,81.8
RUS,Russia,Life expectancy,2013,69.8
SVN,Slovenia,Life expectancy,2013,80.1
AUS,Australia,Life expectancy,2013,79.7
AUT,Austria,Life expectancy,2013,78.3
BEL,Belgium,Life expectancy,2013,77.8
CAN,Canada,Life expectancy,2013,78.7
CZE,Czech Republic,Life expectancy,2013,74.8
DNK,Denmark,Life expectancy,2013,77.8
FIN,Finland,Life expectancy,2013,77.3
FRA,France,Life expectancy,2013,78.7
DEU,Germany,Life expectancy,2013,78.4
GRC,Greece,Life expectancy,2013,78.3
HUN,Hungary,Life expectancy,2013,71.2
ISL,Iceland,Life expectancy,2013,80.7
IRL,Ireland,Life expectancy,2013,78.3
ITA,Italy,Life expectancy,2013,80.1
JPN,Japan,Life expectancy,2013,79.4
KOR,Korea,Life expectancy,2013,77.7
LUX,Luxembourg,Life expectancy,2013,78.5
MEX,Mexico,Life expectancy,2013,71.2
NLD,Netherlands,Life expectancy,2013,79.4
NZL,New Zealand,Life expectancy,2013,79.4
NOR,Norway,Life expectancy,2013,79.1
POL,Poland,Life expectancy,2013,72.6
PRT,Portugal,Life expectancy,2013,77.6
SVK,Slovak Republic,Life expectancy,2013,72.3
ESP,Spain,Life expectancy,2013,79.4
SWE,Sweden,Life expectancy,2013,79.9
CHE,Switzerland,Life expectancy,2013,80.5
TUR,Turkey,Life expectancy,2013,72
GBR,United Kingdom,Life expectancy,2013,79.1
USA,United States,Life expectancy,2013,76.3
OTO,OECD - Total,Life expectancy,2013,77
